UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5603,L02811,L,301.5,311.4,1168,45.6,4,0,0,0,0,0,0
5604,M01679,M,301.1,310.7,1809,36.9,193,0,0,0,0,0,0
5605,L02812,L,301.4,312.5,1275,45.6,44,0,0,0,0,0,0
5606,M01680,M,302.7,313.1,1324,49.9,59,0,0,0,0,0,0
5607,H01115,H,301.8,311.5,1619,31.3,7,0,0,0,0,0,0
5608,H01116,H,299.7,311.4,1645,28.6,49,0,0,0,0,0,0
5609,L02813,L,297.8,307.5,1953,54.7,35,1,0,0,1,0,0
5610,L02814,L,303.3,313.9,1597,39.4,69,0,0,0,0,0,0
5611,L02815,L,299.5,309.4,1529,43.3,168,0,0,0,0,0,0
5612,M01681,M,299.1,310.7,1576,49.1,9,0,0,0,0,0,0
5613,H01117,H,296.5,306.6,1856,30.4,35,0,0,0,0,0,0
5614,L02816,L,300.7,310.8,2022,49.0,67,1,0,0,1,0,0
5615,L02817,L,300.3,310.2,1501,46.4,102,0,0,0,0,0,0
5616,H01118,H,297.0,307.2,1646,54.7,141,1,0,0,1,0,0
5617,H01119,H,300.9,312.1,1523,54.5,75,0,0,0,0,0,0
5618,L02818,L,299.0,309.8,1519,40.6,110,0,0,0,0,0,0
5619,M01682,M,305.4,315.4,1913,47.5,16,1,0,0,1,0,0
5620,L02819,L,298.9,310.6,1352,40.4,20,0,0,0,0,0,0
5621,L02820,L,299.1,310.0,1168,41.5,204,0,0,0,0,0,0
5622,H01120,H,298.3,307.8,1601,28.7,96,0,0,0,0,0,0
5623,H01121,H,302.6,311.2,1778,37.8,53,0,0,0,0,0,0
5624,M01683,M,299.3,308.8,1581,22.1,140,0,0,0,0,0,0
5625,L02821,L,298.6,309.0,1638,38.6,127,0,0,0,0,0,0
5626,H01122,H,301.4,312.0,1688,53.2,175,1,0,0,1,0,0
5627,L02822,L,297.2,308.6,1560,47.8,44,0,0,0,0,0,0
5628,L02823,L,301.3,310.2,1649,41.1,136,0,0,0,0,0,0
5629,M01684,M,303.6,313.1,1645,38.0,54,0,0,0,0,0,0
5630,L02824,L,301.1,310.0,1168,34.6,49,0,0,0,0,0,0
5631,M01685,M,301.3,309.9,1560,30.8,239,1,1,0,0,0,0
5632,M01686,M,301.7,311.1,1223,48.2,19,0,0,0,0,0,0
5633,L02825,L,303.4,313.8,1530,24.6,107,0,0,0,0,0,0
5634,L02826,L,302.4,313.2,1438,24.4,167,0,0,0,0,0,0
5635,L02827,L,300.9,309.9,1744,49.0,0,0,0,0,0,0,0
5636,L02828,L,301.8,311.0,1586,42.1,204,0,0,0,0,0,0
5637,M01687,M,298.2,306.4,1632,40.4,85,0,0,0,0,0,0
5638,H01123,H,301.6,311.8,1499,42.1,204,1,1,0,0,0,0
5639,L02829,L,298.0,307.3,1748,60.1,191,1,0,0,1,1,0
5640,L02830,L,299.3,310.9,1218,40.6,34,0,0,0,0,0,0
5641,M01688,M,293.8,304.2,1358,42.9,123,0,0,0,0,0,0
5642,H01124,H,300.8,310.6,1795,60.6,125,1,0,0,1,0,0
5643,L02831,L,298.7,308.1,1450,39.4,192,0,0,0,0,0,0
5644,L02832,L,302.2,310.7,1168,57.3,237,1,0,1,0,1,0
5645,M01689,M,300.8,309.4,1828,18.9,52,0,0,0,0,0,0
5646,L02833,L,302.2,311.6,1753,28.4,224,0,0,0,0,0,0
5647,L02834,L,297.8,307.1,1680,33.3,188,0,0,0,0,0,0
5648,M01690,M,302.1,311.1,1556,45.8,4,0,0,0,0,0,0
5649,M01691,M,304.2,314.6,1870,57.7,221,1,0,0,1,1,0
5650,M01692,M,301.5,312.0,1789,34.1,196,0,0,0,0,0,0
5651,M01693,M,301.6,311.1,1847,49.8,106,1,0,0,1,0,0
5652,M01694,M,300.3,312.3,1677,62.4,88,1,0,0,1,0,0
5653,L02835,L,299.0,307.2,1562,55.6,187,1,0,0,1,0,0
5654,L02836,L,301.5,311.6,1458,36.0,89,0,0,0,0,0,0
5655,L02837,L,297.0,306.8,1284,48.7,146,0,0,0,0,0,0
5656,L02838,L,299.2,308.6,1638,43.4,203,1,1,0,0,0,0
5657,M01695,M,296.5,305.8,1655,33.4,56,0,0,0,0,0,0
5658,H01125,H,298.6,308.6,1468,44.3,7,0,0,0,0,0,0
5659,H01126,H,301.3,311.1,1660,35.3,201,1,1,0,0,0,0
5660,M01696,M,301.0,310.6,1471,41.2,145,0,0,0,0,0,0
5661,L02839,L,300.1,308.8,1711,26.2,104,0,0,0,0,0,0
5662,L02840,L,300.3,308.7,1361,22.4,138,1,0,1,1,0,0
5663,H01127,H,296.2,305.9,1326,37.1,189,0,0,0,0,0,0
5664,M01697,M,299.3,308.9,1489,43.2,157,0,0,0,0,0,0
5665,M01698,M,298.6,308.4,1703,28.7,126,0,0,0,0,0,0
5666,M01699,M,298.7,308.6,1306,45.3,4,0,0,0,0,0,0
5667,M01700,M,301.2,310.7,1747,40.4,215,0,0,0,0,0,0
5668,H01128,H,298.3,308.1,1209,46.5,236,1,1,0,0,0,0
5669,L02841,L,298.8,307.9,1488,49.5,76,0,0,0,0,0,0
5670,M01701,M,295.8,307.3,1255,53.4,55,0,0,0,0,0,0
5671,H01129,H,299.4,308.6,1168,46.0,35,0,0,0,0,0,0
5672,L02842,L,297.8,307.5,1611,37.0,112,0,0,0,0,0,0
5673,M01702,M,300.2,309.4,1502,41.9,154,0,0,0,0,0,0
5674,L02843,L,298.1,307.4,1258,63.3,31,0,0,0,0,0,0
5675,H01130,H,300.2,310.2,1434,49.9,141,0,0,0,0,0,0
5676,L02844,L,299.7,309.6,1626,40.7,168,0,0,0,0,0,0
5677,M01703,M,303.3,312.9,1464,38.5,117,0,0,0,0,0,0
5678,L02845,L,301.0,310.7,1498,34.0,65,0,0,0,0,0,0
5679,M01704,M,296.3,305.6,1458,28.1,3,0,0,0,0,0,0
5680,L02846,L,297.5,307.9,1421,57.1,10,0,0,0,0,0,0
5681,L02847,L,300.1,312.2,1418,44.8,105,0,0,0,0,0,0
5682,L02848,L,298.1,307.3,1413,27.3,228,0,0,0,0,0,0
5683,H01131,H,294.1,304.5,1387,38.7,47,0,0,0,0,0,0
5684,L02849,L,302.7,312.7,1334,52.7,229,1,1,0,0,1,0
5685,L02850,L,301.4,312.1,1462,35.5,164,0,0,0,0,0,0
5686,M01705,M,301.0,311.7,1410,31.9,140,0,0,0,0,0,0
5687,M01706,M,298.8,309.0,1323,43.6,200,1,1,0,0,0,0
5688,H01132,H,300.9,310.8,1691,46.6,41,0,0,0,0,0,0
5689,L02851,L,298.6,308.2,1784,35.5,154,0,0,0,0,0,0
5690,M01707,M,300.4,309.6,1537,34.0,65,0,0,0,0,0,0
5691,L02852,L,298.2,308.1,1551,44.6,46,0,0,0,0,0,0
5692,L02853,L,303.0,311.7,1399,28.8,218,1,1,0,0,0,0
5693,M01708,M,296.9,306.3,1751,34.6,75,0,0,0,0,0,0
5694,M01709,M,302.5,313.6,1885,38.8,11,0,0,0,0,0,0
5695,M01710,M,300.1,310.2,1505,47.4,194,0,0,0,0,0,0
5696,L02854,L,299.0,309.9,1433,35.7,25,0,0,0,0,0,0
5697,L02855,L,300.3,311.8,1606,45.6,206,0,0,0,0,0,0
5698,L02856,L,301.5,311.3,1563,51.7,154,0,0,0,0,0,0
5699,H01133,H,302.7,312.9,1437,34.9,108,0,0,0,0,0,0
5700,L02857,L,300.6,310.3,1632,72.2,162,1,0,0,1,1,0
5701,L02858,L,298.2,307.4,1725,54.2,12,1,0,0,1,0,0
5702,L02859,L,300.1,309.2,1380,42.7,126,0,0,0,0,0,0
5703,M01711,M,303.6,314.5,2046,38.2,55,0,0,0,0,0,0
5704,L02860,L,302.7,312.9,1231,34.4,196,0,0,0,0,0,0
5705,H01134,H,301.8,313.7,1367,56.6,170,0,0,0,0,0,0
5706,L02861,L,301.6,312.6,1584,42.1,117,0,0,0,0,0,0
5707,H01135,H,301.4,310.7,1987,25.6,208,1,1,0,0,0,0
5708,L02862,L,302.3,313.2,1425,22.9,82,1,0,0,1,0,0
5709,M01712,M,299.1,308.8,1324,41.1,83,0,0,0,0,0,0
5710,H01136,H,297.3,308.5,1647,41.3,58,0,0,0,0,0,0
5711,L02863,L,300.1,309.7,1488,30.8,214,0,0,0,0,0,0
5712,H01137,H,298.4,307.3,1671,24.9,11,0,0,0,0,0,0
5713,L02864,L,297.9,307.1,1523,20.4,223,1,0,0,1,0,0
5714,H01138,H,298.6,307.8,1366,32.4,156,0,0,0,0,0,0
5715,M01713,M,305.0,314.1,2007,36.4,4,0,0,0,0,0,0
5716,L02865,L,300.3,309.7,1168,46.9,176,0,0,0,0,0,0
5717,L02866,L,300.7,311.6,1902,38.7,191,0,0,0,0,0,0
5718,L02867,L,297.6,309.4,1724,50.6,114,1,0,0,1,0,0
5719,L02868,L,296.3,305.0,1388,46.1,42,0,0,0,0,0,0
5720,L02869,L,298.4,309.6,1912,45.1,65,1,0,0,1,0,0
5721,L02870,L,302.9,312.4,1263,49.8,133,0,0,0,0,0,0
5722,L02871,L,300.7,311.0,1739,26.1,212,0,0,0,0,0,0
5723,M01714,M,301.2,309.5,1168,34.6,98,1,0,1,0,0,0
5724,L02872,L,301.5,312.0,1308,64.0,14,0,0,0,0,0,0
5725,L02873,L,298.8,306.8,1308,20.9,145,1,0,1,1,0,0
5726,M01715,M,302.8,313.1,1387,37.0,48,0,0,0,0,0,0
5727,L02874,L,298.7,309.0,1540,44.8,174,0,0,0,0,0,0
5728,L02875,L,302.8,313.0,1372,21.2,1,1,0,0,1,0,0
5729,L02876,L,300.9,310.1,1168,32.5,132,0,0,0,0,0,0
5730,H01139,H,296.4,307.0,1630,60.0,36,1,0,0,1,0,0
5731,H01140,H,298.5,308.9,1547,41.7,232,1,1,0,0,0,0
5732,L02877,L,296.4,306.2,1619,34.3,5,0,0,0,0,0,0
5733,M01716,M,302.3,313.0,1572,42.1,41,0,0,0,0,0,0
5734,M01717,M,300.0,309.9,1728,34.2,50,0,0,0,0,0,0
5735,M01718,M,295.5,306.1,1522,57.1,210,1,1,0,1,0,0
5736,M01719,M,300.8,310.6,1740,30.1,15,0,0,0,0,0,0
5737,M01720,M,298.9,309.1,1382,34.8,203,0,0,0,0,0,0
5738,L02878,L,297.0,307.6,1394,25.1,215,0,0,0,0,0,0
5739,L02879,L,303.4,313.0,1813,37.0,72,0,0,0,0,0,0
5740,L02880,L,300.2,309.0,1809,38.3,66,0,0,0,0,0,0
5741,H01141,H,299.4,309.7,1652,52.0,80,0,0,0,0,0,0
5742,M01721,M,299.2,310.4,1360,29.8,29,0,0,0,0,0,0
5743,H01142,H,297.0,307.3,1344,44.8,26,0,0,0,0,0,0
5744,H01143,H,297.4,307.7,1803,40.9,87,0,0,0,0,0,0
5745,L02881,L,302.6,312.5,1792,21.1,169,0,0,0,0,0,0
5746,M01722,M,299.1,309.8,1525,32.7,63,0,0,0,0,0,0
5747,M01723,M,300.0,309.9,2006,32.3,177,0,0,0,0,0,0
5748,H01144,H,295.9,305.5,1629,56.8,38,1,0,0,1,0,0
5749,H01145,H,297.4,308.5,1316,45.5,134,0,0,0,0,0,0
5750,M01724,M,301.2,310.7,1482,41.4,72,0,0,0,0,0,0
5751,L02882,L,300.8,311.6,1539,3.8,143,1,0,0,1,0,0
5752,M01725,M,303.5,314.6,1555,20.9,55,1,0,0,1,0,0
5753,L02883,L,302.7,313.3,1788,47.3,10,0,0,0,0,0,0
5754,M01726,M,299.5,308.3,1346,47.8,136,0,0,0,0,0,0
5755,H01146,H,300.9,311.0,1271,32.6,0,0,0,0,0,0,0
5756,L02884,L,299.4,309.2,1658,40.3,43,0,0,0,0,0,0
5757,M01727,M,304.1,313.6,1436,39.6,34,0,0,0,0,0,0
5758,L02885,L,302.3,312.4,2022,41.7,83,0,0,0,0,0,0
5759,L02886,L,300.3,311.1,1726,36.3,178,0,0,0,0,0,0
5760,L02887,L,300.4,309.9,1432,48.2,7,0,0,0,0,0,0
5761,M01728,M,302.9,312.7,1780,51.1,70,1,0,0,1,0,0
5762,H01147,H,301.2,310.9,1684,30.4,36,0,0,0,0,0,0
5763,H01148,H,303.1,314.3,1664,28.1,100,0,0,0,0,0,0
5764,L02888,L,295.6,305.4,1513,32.0,211,1,1,0,0,0,0
5765,H01149,H,300.9,309.7,1622,40.5,132,0,0,0,0,0,0
5766,M01729,M,299.0,307.4,1168,43.6,203,1,1,1,0,0,0
5767,L02889,L,303.5,313.9,1801,47.9,20,1,0,0,1,0,0
5768,L02890,L,303.1,312.3,1168,49.7,211,0,0,0,0,0,0
5769,L02891,L,300.1,310.7,1449,43.6,4,0,0,0,0,0,0
5770,H01150,H,303.1,311.7,1218,42.3,22,0,0,0,0,0,0
5771,M01730,M,303.6,313.0,1437,56.5,184,0,0,0,0,0,0
5772,M01731,M,300.1,308.8,1523,40.1,70,0,0,0,0,0,0
5773,L02892,L,304.9,315.4,1298,45.9,64,0,0,0,0,0,0
5774,M01732,M,299.9,310.6,1168,43.2,152,0,0,0,0,0,0
5775,L02893,L,299.6,309.9,1579,38.3,146,0,0,0,0,0,0
5776,L02894,L,301.7,310.6,1955,38.3,1,0,0,0,0,0,0
5777,M01733,M,299.3,308.5,1467,53.2,139,0,0,0,0,0,0
5778,L02895,L,300.2,310.4,1729,39.1,169,0,0,0,0,0,0
5779,H01151,H,302.8,311.1,1838,36.5,24,0,0,0,0,0,0
5780,L02896,L,300.0,309.8,1168,32.6,123,0,0,0,0,0,0
5781,M01734,M,296.6,308.1,1446,44.2,223,1,1,0,0,0,0
5782,L02897,L,300.7,310.6,1282,34.9,175,0,0,0,0,0,0
5783,M01735,M,298.6,307.1,1376,43.3,234,1,0,1,0,0,0
5784,L02898,L,301.7,311.1,1878,41.8,81,0,0,0,0,0,0
5785,L02899,L,301.4,310.8,1582,35.7,125,0,0,0,0,0,0
5786,H01152,H,302.9,315.1,1695,26.0,158,0,0,0,0,0,0
5787,L02900,L,301.8,313.5,1529,29.7,185,0,0,0,0,0,0
5788,H01153,H,302.2,312.9,1295,31.3,60,0,0,0,0,0,0
5789,H01154,H,298.7,308.3,1673,30.0,43,0,0,0,0,0,0
5790,L02901,L,301.6,312.8,1788,44.6,8,0,0,0,0,0,0
5791,L02902,L,303.9,312.8,1601,61.3,148,1,0,0,1,0,0
5792,M01736,M,298.6,309.7,1635,34.9,181,0,0,0,0,0,0
5793,H01155,H,303.6,314.5,1291,36.2,102,0,0,0,0,0,0
5794,H01156,H,298.9,308.7,1679,34.2,198,0,0,0,0,0,0
5795,M01737,M,298.3,309.4,1807,48.6,140,1,0,0,1,0,0
5796,M01738,M,300.6,310.1,1618,44.3,211,0,0,0,0,0,0
5797,L02903,L,301.4,310.2,1178,39.8,140,0,0,0,0,0,0
5798,H01157,H,301.8,312.8,1865,27.9,51,0,0,0,0,0,0
5799,H01158,H,298.1,308.0,1349,30.3,27,0,0,0,0,0,0
5800,L02904,L,300.9,311.5,1615,41.8,100,0,0,0,0,0,0
5801,L02905,L,298.6,310.4,1728,42.2,88,0,0,0,0,0,0
5802,L02906,L,297.0,306.3,1753,39.8,173,0,0,0,0,0,0
5803,L02907,L,298.1,308.0,1177,46.6,175,0,0,0,0,0,0
5804,H01159,H,298.5,310.1,1561,27.8,108,0,0,0,0,0,0
5805,L02908,L,301.0,311.7,1548,43.0,217,0,0,0,0,0,0
5806,L02909,L,302.3,311.6,1825,42.5,235,1,1,0,0,0,0
5807,L02910,L,297.1,306.1,1629,30.4,224,1,1,0,0,0,0
5808,H01160,H,300.7,310.2,1827,34.0,103,0,0,0,0,0,0
5809,M01739,M,297.6,306.9,1645,46.9,167,0,0,0,0,0,0
5810,L02911,L,301.3,311.5,1523,28.6,53,0,0,0,0,0,0
5811,L02912,L,298.8,308.8,1576,64.6,154,1,0,0,1,0,0
5812,H01161,H,297.9,308.2,1842,45.6,78,0,0,0,0,0,0
5813,H01162,H,301.6,310.8,1278,39.4,130,0,0,0,0,0,0
5814,L02913,L,298.8,308.8,1719,37.5,92,0,0,0,0,0,0
5815,L02914,L,299.4,307.3,1412,47.9,94,0,0,0,0,0,0
5816,L02915,L,295.6,305.7,1369,35.9,58,0,0,0,0,0,0
5817,L02916,L,301.9,313.1,1742,36.3,231,0,0,0,0,0,0
5818,M01740,M,301.6,310.2,1361,54.5,118,1,0,1,0,0,0
5819,H01163,H,300.0,310.5,1613,35.3,119,0,0,0,0,0,0
5820,L02917,L,296.9,306.3,1440,41.4,17,0,0,0,0,0,0
5821,H01164,H,302.4,313.2,1168,32.4,151,0,0,0,0,0,0
5822,L02918,L,298.7,308.8,1633,42.6,60,0,0,0,0,0,0
5823,M01741,M,299.1,309.5,1563,45.8,230,1,1,0,0,0,0
5824,M01742,M,304.6,314.7,1168,56.8,124,0,0,0,0,0,0
5825,L02919,L,298.6,309.9,1398,30.6,117,0,0,0,0,0,0
5826,L02920,L,301.5,311.8,1176,25.5,184,1,0,0,1,0,0
5827,M01743,M,301.1,310.4,1684,37.3,43,0,0,0,0,0,0
5828,L02921,L,300.8,310.9,1815,33.8,174,0,0,0,0,0,0
5829,L02922,L,300.6,310.2,1707,39.8,199,0,0,0,0,0,0
5830,M01744,M,300.8,310.9,1735,45.2,220,0,0,0,0,0,0
5831,H01165,H,300.5,310.1,1434,62.7,111,1,0,0,1,0,0
5832,L02923,L,299.9,309.2,1647,35.5,164,0,0,0,0,0,0
5833,H01166,H,303.0,313.2,1536,17.9,36,1,0,0,1,0,0
5834,L02924,L,297.4,307.4,1575,37.6,72,0,0,0,0,0,0
5835,M01745,M,302.0,313.1,1729,43.5,172,0,0,0,0,0,0
5836,M01746,M,301.6,311.2,1773,30.3,157,0,0,0,0,0,0
5837,H01167,H,301.4,309.4,1460,42.3,142,0,0,0,0,0,0
5838,L02925,L,302.2,311.9,1256,41.4,231,0,0,0,0,0,0
5839,M01747,M,299.8,308.2,1500,42.6,203,0,0,0,0,0,0
5840,M01748,M,296.3,306.7,1494,47.9,115,0,0,0,0,0,0
5841,L02926,L,299.9,308.2,1594,39.2,124,0,0,0,0,0,0
5842,L02927,L,298.0,307.0,1704,45.5,232,0,0,0,0,0,0
5843,L02928,L,298.5,308.2,1168,22.0,154,1,0,0,1,0,0
5844,L02929,L,297.5,309.1,1403,30.4,46,0,0,0,0,0,0
5845,H01168,H,299.0,308.0,1345,36.6,46,0,0,0,0,0,0
5846,L02930,L,298.8,308.8,1788,29.9,158,0,0,0,0,0,0
5847,L02931,L,295.2,305.8,1496,40.1,204,0,0,0,0,0,0
5848,M01749,M,301.4,312.9,1435,36.6,14,0,0,0,0,0,0
5849,L02932,L,304.4,315.2,1645,35.4,181,0,0,0,0,0,0
5850,M01750,M,301.2,312.3,1419,48.8,196,0,0,0,0,0,0
5851,L02933,L,299.6,310.5,1534,40.8,41,0,0,0,0,0,0
5852,H01169,H,299.9,308.7,1900,29.2,118,0,0,0,0,0,0
5853,H01170,H,299.2,309.5,1895,34.0,61,0,0,0,0,0,0
5854,H01171,H,300.2,311.0,1456,47.5,24,0,0,0,0,0,0
5855,L02934,L,299.9,309.0,1501,42.0,11,0,0,0,0,0,0
5856,M01751,M,298.3,307.7,1414,52.0,8,0,0,0,0,0,0
5857,L02935,L,303.4,312.6,1168,48.5,124,0,0,0,0,0,0
5858,L02936,L,297.0,307.8,1745,36.1,89,0,0,0,0,0,0
5859,L02937,L,301.4,311.4,2022,54.4,36,1,0,0,1,0,0
5860,M01752,M,299.8,309.5,1449,55.2,136,0,0,0,0,0,0
5861,L02938,L,303.8,312.5,1374,22.1,196,1,0,0,1,0,0
5862,M01753,M,300.7,310.6,1483,40.3,182,0,0,0,0,0,0
5863,L02939,L,299.3,308.7,1555,34.5,45,0,0,0,0,0,0
5864,L02940,L,299.5,309.7,1310,37.4,198,0,0,0,0,0,0
5865,M01754,M,300.1,308.9,1446,31.8,168,0,0,0,0,0,0
5866,L02941,L,297.7,307.9,1740,30.6,94,0,0,0,0,0,0
5867,M01755,M,298.5,308.0,1563,49.0,235,1,1,0,0,0,0
5868,L02942,L,296.4,305.2,1792,28.3,100,0,0,0,0,0,0
5869,H01172,H,298.2,306.8,1610,40.9,6,0,0,0,0,0,0
5870,M01756,M,300.2,309.0,1320,26.5,132,0,0,0,0,0,0
5871,L02943,L,300.6,310.4,1422,52.7,179,0,0,0,0,0,0
5872,L02944,L,296.0,306.2,1587,40.3,124,0,0,0,0,0,0
5873,M01757,M,299.7,310.0,1313,47.5,208,0,0,0,0,0,0
5874,H01173,H,301.1,311.4,1287,42.0,202,0,0,0,0,0,0
5875,L02945,L,299.7,308.9,1299,37.5,164,0,0,0,0,0,0
5876,L02946,L,298.7,309.8,1641,40.7,59,0,0,0,0,0,0
5877,H01174,H,299.2,308.7,1464,55.1,35,0,0,0,0,0,0
5878,M01758,M,298.9,309.4,1774,31.0,218,0,0,0,0,0,0
5879,L02947,L,298.7,308.6,1358,14.5,0,1,0,0,1,0,0
5880,L02948,L,300.3,310.7,1168,32.1,128,0,0,0,0,0,0
5881,L02949,L,304.6,314.4,1511,27.9,205,1,1,0,0,0,0
5882,M01759,M,298.5,308.9,1867,49.7,187,1,0,0,1,0,0
5883,L02950,L,299.4,309.4,1544,38.2,219,0,0,0,0,0,0
5884,H01175,H,299.9,310.7,1263,48.3,40,0,0,0,0,0,0
5885,L02951,L,298.6,307.8,1213,40.3,192,0,0,0,0,0,0
5886,L02952,L,302.2,310.4,1777,40.1,135,0,0,0,0,0,0
5887,M01760,M,295.3,304.3,1376,41.6,236,0,0,0,0,0,0
5888,H01176,H,298.9,310.0,1846,54.8,40,1,0,0,1,0,0
5889,H01177,H,301.6,311.5,1668,41.9,174,0,0,0,0,0,0
5890,L02953,L,299.4,309.5,1384,51.1,122,0,0,0,0,0,0
5891,M01761,M,298.4,307.3,1771,50.5,106,1,0,0,1,0,0
5892,M01762,M,300.9,310.9,1353,38.4,89,0,0,0,0,0,0
5893,L02954,L,301.8,310.8,1248,39.3,163,0,0,0,0,0,0
5894,L02955,L,300.4,309.5,1364,36.2,92,0,0,0,0,0,0
5895,L02956,L,298.4,308.0,1691,52.8,103,1,0,0,1,0,0
5896,L02957,L,300.9,311.4,1765,30.6,108,0,0,0,0,0,0
5897,H01178,H,299.2,309.7,1458,32.8,3,0,0,0,0,0,0
5898,L02958,L,301.5,312.1,1168,37.2,169,0,0,0,0,0,0
5899,H01179,H,303.0,311.4,1226,28.5,1,1,0,1,0,0,0
5900,M01763,M,294.8,304.8,1324,34.1,221,0,0,0,0,0,0
5901,M01764,M,300.2,310.0,1279,51.4,46,0,0,0,0,0,0
5902,M01765,M,296.5,305.0,1591,46.5,147,0,0,0,0,0,0
5903,L02959,L,304.9,314.9,1925,35.8,29,0,0,0,0,0,0
5904,L02960,L,299.1,308.8,1697,48.0,81,0,0,0,0,0,0
5905,L02961,L,301.5,312.0,1312,60.8,29,0,0,0,0,0,0
5906,M01766,M,299.9,310.0,1399,43.1,109,0,0,0,0,0,0
5907,L02962,L,298.4,307.8,1438,54.2,98,0,0,0,0,0,0
5908,M01767,M,298.2,309.1,1615,48.5,0,0,0,0,0,0,0
5909,L02963,L,303.2,311.0,1852,37.1,57,0,0,0,0,0,0
5910,L02964,L,301.9,311.8,1444,42.0,66,0,0,0,0,0,0
5911,L02965,L,303.9,312.1,1845,45.3,22,0,0,0,0,0,0
5912,H01180,H,300.1,309.2,1958,32.6,172,0,0,0,0,0,0
5913,M01768,M,300.6,311.1,1468,13.9,231,1,1,0,1,0,0
5914,L02966,L,299.5,308.2,1462,31.7,149,0,0,0,0,0,0
5915,M01769,M,299.4,308.0,1465,18.4,48,1,0,0,1,0,0
5916,L02967,L,297.9,310.3,1550,32.5,118,0,0,0,0,0,0
5917,H01181,H,300.2,308.8,1466,22.9,175,0,0,0,0,0,0
5918,M01770,M,298.4,310.1,1714,48.8,62,0,0,0,0,0,0
5919,L02968,L,300.9,310.7,1228,28.2,47,0,0,0,0,0,0
5920,M01771,M,300.3,309.8,1431,45.4,43,0,0,0,0,0,0
5921,L02969,L,300.6,311.1,1603,47.7,50,0,0,0,0,0,0
5922,H01182,H,303.4,314.7,1712,47.0,189,0,0,0,0,0,0
5923,L02970,L,299.9,308.8,1977,21.3,239,0,0,0,0,0,0
5924,M01772,M,301.5,311.0,1280,51.2,206,1,1,0,0,0,0
5925,L02971,L,304.1,314.9,1407,44.2,124,0,0,0,0,0,0
5926,M01773,M,302.6,312.9,1168,48.0,40,0,0,0,0,0,0
5927,M01774,M,302.3,313.4,1316,58.3,207,1,0,0,0,1,0
5928,M01775,M,299.4,309.9,1184,47.9,154,0,0,0,0,0,0
5929,M01776,M,300.5,312.3,1433,28.2,223,0,0,0,0,0,0
5930,H01183,H,297.4,307.5,1492,46.5,97,0,0,0,0,0,0
5931,L02972,L,301.0,311.2,1631,25.0,56,0,0,0,0,0,0
5932,L02973,L,300.5,310.9,1478,39.4,169,0,0,0,0,0,0
5933,L02974,L,300.0,309.9,1631,35.0,11,0,0,0,0,0,0
5934,H01184,H,302.1,312.9,1560,40.1,209,0,0,0,0,0,0
5935,L02975,L,297.6,307.8,1331,24.9,81,1,0,0,1,0,0
5936,M01777,M,303.3,314.1,1200,26.1,59,1,0,0,1,0,0
5937,M01778,M,301.8,312.7,1654,35.5,63,0,0,0,0,0,0
5938,L02976,L,299.9,310.3,1867,37.8,3,0,0,0,0,0,0
5939,L02977,L,299.7,310.2,2045,35.7,225,0,0,0,0,0,0
5940,L02978,L,301.0,310.0,1725,54.5,166,1,0,0,1,0,0
5941,L02979,L,303.0,312.5,1829,44.2,146,0,0,0,0,0,0
5942,L02980,L,300.2,311.0,1630,44.0,106,0,0,0,0,0,0
5943,L02981,L,300.3,311.7,1598,36.2,189,0,0,0,0,0,0
5944,H01185,H,300.0,308.1,1560,26.1,172,0,0,0,0,0,0
5945,H01186,H,303.6,313.0,1516,40.0,60,0,0,0,0,0,0
5946,L02982,L,299.3,309.3,1659,58.1,158,1,0,0,1,0,0
5947,L02983,L,299.9,309.1,1433,42.2,176,0,0,0,0,0,0
5948,L02984,L,302.9,312.1,1508,51.1,158,0,0,0,0,0,0
5949,M01779,M,300.3,310.8,1302,52.4,41,0,0,0,0,0,0
5950,H01187,H,302.3,313.9,1632,45.6,175,0,0,0,0,0,0
5951,L02985,L,298.2,306.1,1346,42.2,19,1,0,1,0,0,0
5952,L02986,L,299.6,309.4,1544,30.1,111,0,0,0,0,0,0
5953,M01780,M,303.0,313.4,1638,37.9,211,1,1,0,0,0,0
5954,M01781,M,298.6,309.4,1655,36.4,95,0,0,0,0,0,0
5955,L02987,L,299.7,310.0,1692,43.3,19,0,0,0,0,0,0
5956,M01782,M,300.5,312.3,1495,25.9,15,0,0,0,0,0,0
5957,L02988,L,298.0,308.1,1635,34.6,56,0,0,0,0,0,0
5958,L02989,L,299.2,310.5,1440,44.0,18,0,0,0,0,0,0
5959,M01783,M,300.2,309.6,1168,33.0,222,1,1,0,0,0,0
5960,H01188,H,300.1,310.2,1644,30.8,12,0,0,0,0,0,0
5961,L02990,L,302.6,311.3,1597,32.1,19,0,0,0,0,0,0
5962,H01189,H,303.1,314.0,1740,37.3,106,0,0,0,0,0,0
5963,L02991,L,298.3,308.2,1532,16.2,75,1,0,0,1,0,0
5964,M01784,M,300.2,310.6,1217,32.5,176,0,0,0,0,0,0
5965,L02992,L,301.3,311.0,1519,49.5,238,1,1,0,0,1,0
5966,H01190,H,303.0,313.6,1715,43.2,153,0,0,0,0,0,0
5967,H01191,H,301.4,311.8,1633,44.2,34,0,0,0,0,0,0
5968,L02993,L,300.6,309.6,1508,21.7,168,1,0,0,1,0,0
